nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Maruti Alto LXi,2011,2397.26,50000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Alto LXi,2010,2397.26,58000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Honda City 2017-2020 VTEC,2006,2054.79,80000,Gasolina,Individual,Manual,2º dono,16.9,1497.0,100.0,5.0,Honda
Mahindra Bolero Power Plus SLX,2018,10917.81,60000,Diesel,Individual,Manual,1º dono,16.5,1493.0,70.0,7.0,Mahindra
Hyundai Elite i20 Asta Option BSIV,2019,10958.9,35000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.86,5.0,Hyundai
Mahindra Bolero 2011-2019 SLX,2019,10273.97,59872,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Mahindra Scorpio M2DI,2011,5479.45,140000,Diesel,Individual,Manual,2º dono,13.5,2179.0,115.0,5.0,Mahindra
Maruti Alto LX,2012,2191.78,110000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,9589.04,91182,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Maruti Alto LXi,2010,2191.78,60000,Gasolina,Individual,Manual,3º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai i20 Asta 1.4 CRDi,2012,5479.45,100000,Diesel,Individual,Manual,1º dono,21.27,1396.0,88.76,5.0,Hyundai
Toyota Etios Liva GD,2013,6178.08,120000,Diesel,Individual,Manual,1º dono,23.59,1364.0,67.06,5.0,Toyota
Maruti 800 Std BSIII,2002,547.95,80000,Gasolina,Individual,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Tata Manza Aura (ABS) Quadrajet BS IV,2012,4109.59,70000,Diesel,Individual,Manual,3º dono,21.12,1248.0,88.8,5.0,Tata
Maruti Celerio ZXI Optional,2017,5767.12,59500,Gasolina,Individual,Manual,2º dono,23.1,998.0,67.04,5.0,Maruti
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,13013.7,45000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Hyundai i20 1.4 CRDi Asta,2011,5410.96,75500,Diesel,Individual,Manual,2º dono,23.0,1396.0,90.0,5.0,Hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,13013.7,46000,Diesel,Individual,Manual,2º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Alto 800 LXI,2013,3698.63,60000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Hyundai i20 1.4 Asta (AT),2009,4931.51,60000,Gasolina,Individual,Automatico,2º dono,15.0,1396.0,100.0,5.0,Hyundai
Maruti Swift Ldi BSIII,2008,3219.18,152500,Diesel,Individual,Manual,1º dono,17.8,1248.0,75.0,5.0,Maruti
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,25342.47,60000,Diesel,Individual,Automatico,2º dono,13.0,2143.0,201.1,5.0,Mercedes-Benz
Toyota Fortuner 4x2 AT,2015,26027.4,130000,Diesel,Individual,Automatico,1º dono,12.55,2982.0,168.5,7.0,Toyota
Hyundai Grand i10 Sportz,2017,7534.25,23456,Gasolina,Distribuidora,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Mahindra XUV500 W10 2WD,2015,16780.82,39000,Diesel,Distribuidora,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Honda WR-V i-VTEC S,2017,9589.04,15000,Gasolina,Individual,Manual,1º dono,17.5,1199.0,88.7,5.0,Honda
Jeep Compass 2.0 Limited Option,2017,22602.74,69123,Diesel,Distribuidora,Manual,1º dono,17.1,1956.0,170.0,5.0,Jeep
Honda Brio V MT,2012,5150.68,26000,Gasolina,Individual,Manual,1º dono,19.4,1198.0,86.8,5.0,Honda
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,11986.3,77524,Diesel,Distribuidora,Manual,1º dono,22.7,1498.0,89.84,5.0,Ford
Hyundai i20 Sportz 1.2,2014,6301.36,40523,Gasolina,Distribuidora,Manual,2º dono,18.5,1197.0,82.85,5.0,Hyundai
Maruti Swift VDI,2018,10342.47,39000,Diesel,Distribuidora,Manual,1º dono,28.4,1248.0,74.0,5.0,Maruti
Audi A6 35 TFSI Matrix,2019,85246.58,7800,Gasolina,Distribuidora,Automatico,Carro de Teste,15.26,1798.0,187.74,5.0,Audi
Audi A6 35 TFSI Matrix,2019,81136.99,11500,Gasolina,Distribuidora,Automatico,Carro de Teste,15.26,1798.0,187.74,5.0,Audi
Audi A6 35 TFSI Matrix,2019,89356.16,23600,Gasolina,Distribuidora,Automatico,Carro de Teste,15.26,1798.0,187.74,5.0,Audi
Toyota Fortuner 3.0 Diesel,2010,14383.56,220000,Diesel,Individual,Manual,2º dono,11.5,2982.0,171.0,7.0,Toyota
Mahindra XUV500 W8 4WD,2015,14383.56,120000,Diesel,Individual,Manual,2º dono,15.1,2179.0,140.0,7.0,Mahindra
Maruti Baleno Alpha Automatic,2018,10958.9,25000,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift VDI BSIV,2015,8219.18,31000,Diesel,Individual,Manual,2º dono,25.2,1248.0,74.0,5.0,Maruti
Maruti Baleno Sigma 1.2,2017,7260.27,42000,Gasolina,Individual,Manual,1º dono,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift Dzire VXI,2015,6164.38,80000,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,5.0,Maruti
Maruti Alto K10 2010-2014 VXI,2011,3219.18,60000,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,5.0,Maruti
Maruti Swift Dzire ZDI,2013,7534.25,240000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Skoda Rapid 1.6 MPI AT Elegance,2013,5410.96,35000,Gasolina,Individual,Automatico,2º dono,14.3,1598.0,103.5,5.0,Skoda
Tata Tigor 1.2 Revotron XT,2018,6164.38,35000,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,5.0,Tata
Renault Triber RXT BSIV,2019,8219.18,5000,Gasolina,Individual,Manual,1º dono,20.0,999.0,72.0,7.0,Renault
Maruti Vitara Brezza VDi Option,2016,8356.16,110000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Hyundai i20 1.2 Asta Option,2017,9452.05,20000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Tata Nexon 1.2 Revotron XZ Plus,2018,10821.92,15000,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,5.0,Tata
Maruti Alto K10 2010-2014 VXI,2014,3493.14,40000,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,5.0,Maruti
Honda Jazz 1.2 V i VTEC,2016,6849.32,41000,Gasolina,Individual,Manual,1º dono,18.7,1199.0,88.7,5.0,Honda
Mahindra Bolero SLX,2011,4657.53,100000,Diesel,Individual,Manual,2º dono,13.6,2523.0,63.0,7.0,Mahindra
Tata Sumo CX 9 Seater,2008,2054.79,120000,Diesel,Individual,Manual,1º dono,12.2,1948.0,68.0,9.0,Tata
Mahindra Bolero SLX,2007,3356.16,110000,Diesel,Individual,Manual,3º dono,13.6,2523.0,63.0,7.0,Mahindra
Volkswagen Vento 1.5 TDI Comfortline,2015,7054.79,120000,Diesel,Individual,Manual,2º dono,20.34,1498.0,103.2,5.0,Volkswagen
Ambassador Grand 1500 DSZ BSIII,2008,1671.23,60000,Diesel,Individual,Manual,2º dono,12.8,1995.0,52.0,5.0,Ambassador
Hyundai i10 Magna 1.1L,2009,2191.78,35000,Gasolina,Individual,Manual,3º dono,19.81,1086.0,68.05,5.0,Hyundai
Maruti Alto LX,2007,1506.85,120000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Swift LDI BSIV,2014,4931.51,70000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Hyundai Verna Transform SX VGT CRDi,2011,3561.64,90000,Diesel,Individual,Manual,3º dono,16.2,1493.0,110.0,5.0,Hyundai
Maruti Alto LXi,2007,1753.42,60000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai Verna 1.6 CRDi S,2015,8219.18,80000,Diesel,Individual,Manual,2º dono,23.9,1582.0,126.2,5.0,Hyundai
Toyota Fortuner 3.0 Diesel,2010,10958.9,151000,Diesel,Individual,Manual,2º dono,11.5,2982.0,171.0,7.0,Toyota
Maruti Swift Dzire VDI,2019,9246.58,25000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Mahindra XUV500 W10 2WD,2015,13698.63,24700,Diesel,Individual,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Chevrolet Spark 1.0 LS,2008,890.41,100000,Gasolina,Individual,Manual,3º dono,18.0,995.0,62.0,5.0,Chevrolet
Maruti Ignis 1.2 Delta BSIV,2019,6849.32,10000,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,5.0,Maruti
Maruti SX4 Zxi BSIII,2010,4109.59,50000,Gasolina,Individual,Manual,1º dono,15.0,1586.0,104.68,5.0,Maruti
Maruti 800 AC,2009,1712.33,80000,Gasolina,Individual,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Hyundai Grand i10 Asta Option,2017,7534.25,25000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Maruti Alto LXi,2007,2054.79,80000,Gasolina,Individual,Manual,3º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,12205.48,80000,Diesel,Individual,Manual,1º dono,15.4,2179.0,120.0,7.0,Mahindra
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,14383.56,70000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Baleno RS 1.0 Petrol,2018,10273.97,15000,Gasolina,Individual,Manual,1º dono,21.1,998.0,100.5,5.0,Maruti
Hyundai i20 Magna Optional 1.2,2012,5205.48,27500,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.9,5.0,Hyundai
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,10958.9,110000,Diesel,Individual,Manual,2º dono,12.99,2494.0,100.6,8.0,Toyota
Mahindra Logan Petrol 1.4 GLE,2010,2739.73,120000,Gasolina,Individual,Manual,1º dono,15.7,1390.0,75.0,5.0,Mahindra
Maruti Ciaz VDi Option SHVS,2016,9589.04,70000,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,5.0,Maruti
Toyota Qualis FS B3,2002,3150.67,290000,Diesel,Individual,Manual,1º dono,13.1,2446.0,75.0,10.0,Toyota
Honda Accord 2.4 MT,2010,4109.59,74000,Gasolina,Individual,Manual,2º dono,12.8,2354.0,177.6,5.0,Honda
Honda Mobilio S i DTEC,2015,9178.08,120000,Diesel,Individual,Manual,1º dono,24.2,1498.0,98.6,7.0,Honda
Honda City 2017-2020 GXi,2007,2876.71,140000,Gasolina,Individual,Manual,1º dono,17.7,1497.0,78.0,5.0,Honda
Maruti Ignis 1.2 Delta BSIV,2017,5068.49,40000,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,5.0,Maruti
Maruti Baleno Delta Automatic,2019,8219.18,20000,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,5.0,Maruti
Maruti Vitara Brezza VDi,2020,11095.89,15000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Tata Tiago 1.2 Revotron XE,2019,4739.73,16000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Honda City 1.3 EXI,2005,753.42,130000,Gasolina,Individual,Manual,1º dono,13.0,1343.0,90.0,5.0,Honda
Tata Safari DICOR 2.2 EX 4x2,2012,3424.66,118000,Diesel,Individual,Manual,2º dono,13.93,2179.0,138.03,7.0,Tata
Maruti Swift ZXI BSIII,2006,1643.84,44000,Gasolina,Individual,Manual,2º dono,16.1,1298.0,88.2,5.0,Maruti
Maruti Ertiga ZDI,2013,8219.18,50000,Diesel,Individual,Manual,2º dono,20.77,1248.0,88.8,7.0,Maruti
Maruti Eeco 5 Seater AC BSIV,2016,4520.55,60000,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,5.0,Maruti
Hyundai i20 Sportz Option 1.2,2014,5479.45,147000,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,5.0,Hyundai
Tata Indica V2 DLS TC,2004,1369.86,40000,Diesel,Individual,Manual,2º dono,16.8,1405.0,62.0,5.0,Tata
Maruti Swift Dzire VXI,2014,6164.38,100000,Gasolina,Individual,Manual,3º dono,19.1,1197.0,85.8,5.0,Maruti
Maruti Ertiga SHVS ZDI Plus,2017,10958.9,55000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Maruti Celerio ZDi,2015,4657.53,40000,Diesel,Individual,Manual,2º dono,27.62,793.0,47.0,5.0,Maruti
Maruti Ritz VDi,2010,3082.19,64000,Diesel,Individual,Manual,3º dono,21.1,1248.0,73.9,5.0,Maruti
Maruti Zen LXI,2002,753.42,100000,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,5.0,Maruti
Maruti Ertiga SHVS ZDI Plus,2016,12328.77,50000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Volvo S60 D4 SUMMUM,2014,34246.58,30000,Diesel,Individual,Automatico,1º dono,9.0,1984.0,181.0,5.0,Volvo
Maruti Wagon R VXI Plus,2018,6369.86,30000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Maruti Zen LXI,2004,958.9,150000,Gasolina,Individual,Manual,1º dono,17.3,993.0,60.0,5.0,Maruti
Tata Zest Revotron 1.2 XT,2016,5479.45,24177,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,5.0,Tata
Tata Indigo LX,2012,2534.25,80000,Diesel,Individual,Manual,1º dono,16.1,1405.0,70.0,5.0,Tata
Maruti Wagon R LXI,2006,1917.81,150000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,5.0,Maruti
Renault Lodgy 85PS RxE 7 Seater,2015,5684.93,120000,Diesel,Individual,Manual,2º dono,21.04,1461.0,83.8,7.0,Renault
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,7287.67,121779,Diesel,Individual,Manual,1º dono,12.05,2179.0,120.0,8.0,Mahindra
Maruti Baleno Delta 1.3,2017,8219.18,56000,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Maruti SX4 Vxi BSIII,2008,2054.79,100000,Gasolina,Individual,Manual,4º dono e acima,15.0,1586.0,104.68,5.0,Maruti
Maruti Swift LXI Option,2018,6301.36,12000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Maruti Vitara Brezza ZDi,2017,10958.9,15381,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Mahindra Bolero SLX 4WD BSIII,2011,4246.58,5000,Diesel,Individual,Manual,1º dono,13.6,2523.0,63.0,7.0,Mahindra
Nissan Terrano XV Premium 110 PS,2014,6506.85,40000,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.5,5.0,Nissan
Maruti Alto K10 LXI,2018,4794.52,10000,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,5.0,Maruti
Mahindra XUV500 W10 AWD,2019,24657.53,10000,Diesel,Individual,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Maruti Swift AMT ZXI BSIV,2018,8767.12,25000,Gasolina,Individual,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Maruti Wagon R AMT VXI,2017,4794.52,50000,Gasolina,Individual,Automatico,1º dono,20.51,998.0,67.0,5.0,Maruti
Tata Nexon 1.2 Revotron XE,2018,8219.18,30000,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,5.0,Tata
Hyundai Verna 1.6 CRDi SX,2015,7876.71,23000,Diesel,Individual,Manual,1º dono,23.9,1582.0,126.2,5.0,Hyundai
Mahindra Thar CRDe ABS,2019,13342.47,15000,Diesel,Individual,Manual,1º dono,16.55,2498.0,105.0,6.0,Mahindra
Maruti Wagon R AMT VXI,2018,6095.89,5000,Gasolina,Individual,Automatico,2º dono,20.51,998.0,67.0,5.0,Maruti
Maruti Ertiga VDI,2015,7945.21,15000,Diesel,Individual,Manual,2º dono,20.77,1248.0,88.76,7.0,Maruti
Hyundai Creta 1.4 EX Diesel,2020,14383.56,20000,Diesel,Individual,Manual,1º dono,22.1,1396.0,88.7,5.0,Hyundai
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,8219.18,50000,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,5.0,Ford
Ford Figo 1.2P Ambiente MT,2017,5068.49,40000,Gasolina,Individual,Manual,2º dono,18.16,1196.0,86.8,5.0,Ford
Maruti Zen Estilo 1.1 VXI BSIII,2007,2054.79,70000,Gasolina,Individual,Manual,3º dono,18.2,1061.0,64.0,5.0,Maruti
Maruti Celerio ZXI Optional,2017,6616.44,15000,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,5.0,Maruti
Hyundai Grand i10 Magna,2016,6438.36,10000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,13013.7,25000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Hyundai Verna 1.6 VTVT,2013,6164.38,50000,Gasolina,Individual,Manual,3º dono,17.01,1591.0,121.3,5.0,Hyundai
Toyota Etios VX,2011,4726.03,70000,Gasolina,Individual,Manual,1º dono,17.6,1496.0,88.7,5.0,Toyota
Maruti Ignis Zeta AMT,2020,8219.18,5000,Gasolina,Individual,Automatico,1º dono,20.89,1197.0,81.8,5.0,Maruti
Maruti A-Star Vxi,2009,4109.59,60000,Gasolina,Individual,Manual,1º dono,19.0,998.0,66.1,5.0,Maruti
Maruti Zen Estilo VXI BSIII,2007,2191.78,74800,Gasolina,Individual,Manual,2º dono,18.2,998.0,67.1,5.0,Maruti
Maruti 800 AC BSIII,2004,1643.84,80000,Gasolina,Individual,Manual,2º dono,16.1,796.0,37.0,4.0,Maruti
Hyundai EON 1.0 Era Plus,2018,4657.53,120000,Gasolina,Individual,Manual,1º dono,20.3,998.0,68.05,5.0,Hyundai
Honda City 2017-2020 EXi,2007,1890.41,120000,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,5.0,Honda
Maruti Swift Dzire VXi,2010,3164.38,80000,Gasolina,Individual,Manual,3º dono,17.5,1298.0,85.8,5.0,Maruti
Mahindra XUV500 W8 4WD,2013,10958.9,120000,Diesel,Individual,Manual,2º dono,15.1,2179.0,140.0,7.0,Mahindra
Mahindra XUV300 W8,2019,13150.68,20000,Gasolina,Individual,Manual,1º dono,17.0,1197.0,108.6,5.0,Mahindra
Maruti Wagon R LXI Minor,2009,1643.84,70000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Maruti Wagon R VXI BS IV,2012,3698.63,40000,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Maruti Ritz LXI,2011,2739.73,100000,Gasolina,Individual,Manual,2º dono,21.1,1197.0,85.8,5.0,Maruti
Maruti Swift VXI,2012,4493.15,123000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,85.8,5.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2012,5917.81,77000,Diesel,Individual,Manual,1º dono,22.32,1582.0,126.32,5.0,Hyundai
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,7739.73,7000,Gasolina,Individual,Manual,1º dono,18.78,999.0,75.0,5.0,Volkswagen
Maruti Eeco 5 Seater AC BSIV,2017,5342.47,70000,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,5.0,Maruti
Ford Figo 1.5D Titanium MT,2017,8219.18,30000,Diesel,Individual,Manual,1º dono,25.83,1498.0,99.0,5.0,Ford
Hyundai i20 1.4 CRDi Sportz,2011,3424.66,120000,Diesel,Individual,Manual,3º dono,23.0,1396.0,90.0,5.0,Hyundai
Chevrolet Spark 1.0 LT,2011,2260.27,70000,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,5.0,Chevrolet
Honda City 1.5 S MT,2011,5767.12,105000,Gasolina,Individual,Manual,1º dono,17.0,1497.0,118.0,5.0,Honda
Hyundai Accent Executive,2012,3082.19,109322,Gasolina,Individual,Manual,2º dono,16.36,1495.0,93.7,5.0,Hyundai
Nissan Sunny Diesel XV,2013,4794.52,120000,Diesel,Individual,Manual,1º dono,21.64,1461.0,84.8,5.0,Nissan
Jeep Compass 2.0 Limited,2018,24068.49,24000,Diesel,Individual,Manual,1º dono,17.1,1956.0,170.0,5.0,Jeep
Maruti Baleno Zeta 1.3,2015,8219.18,70000,Diesel,Individual,Manual,2º dono,27.39,1248.0,74.0,5.0,Maruti
Tata Tiago NRG Petrol,2018,7054.79,35000,Gasolina,Individual,Manual,1º dono,24.0,1199.0,83.81,5.0,Tata
Maruti 800 AC,1999,1095.89,80000,Gasolina,Individual,Manual,3º dono,16.1,796.0,37.0,4.0,Maruti
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,10958.9,70000,Diesel,Individual,Manual,2º dono,23.65,1248.0,88.5,5.0,Maruti
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,1643.84,100000,Diesel,Individual,Manual,4º dono e acima,10.5,2179.0,120.0,7.0,Mahindra
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,37136.99,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,6890.41,110000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,52054.79,20000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,3082.19,58343,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,10136.99,38817,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,7534.25,56494,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10273.97,79328,Diesel,Concessionaria,Manual,2º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,8904.11,5621,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,8561.64,25538,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,8219.18,69779,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.38,56290,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,73972.6,7500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,75342.47,8500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,10671.23,7032,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.62,11000,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,33904.11,2000,Diesel,Distribuidora,Automatico,1º dono,16.8,1984.0,150.0,5.0,Volvo
Maruti Wagon R Stingray VXI Optional,2017,6506.85,40000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Maruti Wagon R AMT VXI,2015,5479.45,20000,Gasolina,Individual,Automatico,1º dono,20.51,998.0,67.0,5.0,Maruti
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,4109.59,60000,Diesel,Individual,Manual,1º dono,20.3,1248.0,75.0,5.0,Fiat
Mahindra Scorpio M2DI,2011,5479.45,475000,Diesel,Individual,Manual,3º dono,13.5,2179.0,115.0,5.0,Mahindra
Maruti Wagon R LX BSIII,2009,3219.18,70000,Gasolina,Individual,Manual,2º dono,17.3,1061.0,64.0,5.0,Maruti
Maruti Wagon R VXI BS IV,2015,4794.52,40000,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,5.0,Maruti
Maruti Swift Dzire VDI,2017,8561.64,34000,Diesel,Individual,Manual,2º dono,28.4,1248.0,74.02,5.0,Maruti
Mahindra XUV500 W6 2WD,2014,7191.78,120000,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Tata Tigor 1.2 Revotron XZ,2018,7534.25,10000,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,5.0,Tata
Mahindra Bolero 2011-2019 SLX,2015,7534.25,80000,Diesel,Individual,Manual,2º dono,15.96,2523.0,62.1,7.0,Mahindra
Honda City 2017-2020 GXi,2006,2739.73,100000,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,5.0,Honda
Mahindra Xylo D2,2011,4794.52,120000,Diesel,Individual,Manual,1º dono,13.0,2489.0,95.0,8.0,Mahindra
Honda City 2017-2020 GXi,2006,3013.7,100000,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,5.0,Honda
Hyundai Grand i10 Sportz,2016,5643.84,25000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Maruti Wagon R LXI Minor,2009,1726.03,52000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Maruti Swift Dzire VDI,2013,5890.41,63000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Maruti A-Star Vxi,2009,1780.82,90000,Gasolina,Individual,Manual,2º dono,19.0,998.0,66.1,5.0,Maruti
Tata Tiago 1.2 Revotron XM,2017,4794.52,60000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Maruti Alto LX,2011,3013.7,35000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Bolero DI,2011,5205.48,80000,Diesel,Individual,Manual,1º dono,13.6,2523.0,63.0,7.0,Mahindra
Ford Figo Diesel ZXI,2010,2739.73,110000,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,5.0,Ford
Toyota Fortuner 4x4 MT,2015,27397.26,20000,Diesel,Individual,Manual,1º dono,12.55,2982.0,168.5,7.0,Toyota
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,8356.16,90000,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,5.0,Ford
